id	lemma	pure	translit	full_definition
H287	אֲחִימוֹת	אחימות	ʼĂchîymôwth	Ahimoth = "brother of death" or "my brother is death" 1) a son of Elkanah, a Levite exegesis:from אָח H251 and מוּת H4191 ; brother of death; explanation: Achimoth , an Israelite translation:Ahimoth.
H288	אֲחִימֶלֶךְ	אחימלך	ʼĂchîymelek	Ahimelech = "my brother is king" or "brother of Melek" 1) a priest murdered by Doeg at Saul's command, for supposedly assisting David 2) a Hittite warrior under David exegesis:from אָח H251 and מֶלֶךְ H4428 ; brother of (the) king; explanation: Achimelek , the name of an Israelite and of a Hittite translation:Ahimelech.
H289	אֲחִימַן	אחימן	ʼĂchîyman	Ahiman = "my brother is a gift" 1) a son of Anak 2) a Levite servant in the temple exegesis:or אֲחִימָן H ; from אָח H251 and מִן H4480 ; brother of a portion (i.e. gift); explanation: Achiman , the name of an Anakite and of an Israelite translation:Ahiman.
H290	אֲחִימַעַץ	אחימעץ	ʼĂchîymaʻats	Ahimaaz = "my brother is anger (wrath)" 1) father-in-law of Saul 2) Zadok's son who aided David during Absalom's rebellion 3) a supply officer of Solomon exegesis:from אָח H251 and the equivalent of מַעַץ H4619 ; brother of anger; explanation: Achimaats , the name of three Israelites translation:Ahimaaz.
H291	אַחְיָן	אחין	ʼAchyân	Ahian = "brotherly" or "fraternal" 1) son of Shemida of Manasseh exegesis:from אָח H251 ; brotherly; explanation: Achjan , an Israelite translation:Ahian.
H292	אֲחִינָדָב	אחינדב	ʼĂchîynâdâb	Ahinadab = "my brother is liberal, or, noble" 1) a supply officer of Solomon exegesis:from אָח H251 and נָדַב H5068 ; brother of liberality; explanation: Achinadab , an Israelite translation:Ahinadab.
H293	אֲחִינֹעַם	אחינעם	ʼĂchîynôʻam	Ahinoam = "my brother is delight" 1) wife of Saul, daughter of Ahimaaz 2) wife of David, mother of Amnon, a Jezreelitess exegesis:from אָח H251 and נֹעַם H5278 ; brother of pleasantness; explanation: Achinoam , the name of two Israelitesses translation:Ahinoam.
H294	אֲחִיסָמָךְ	אחיסמך	ʼĂchîyçâmâk	Ahisamach = "my brother is support (has supported)" 1) a Danite, father of Aholiab, a workman on the tabernacle exegesis:from אָח H251 and סָמַךְ H5564 ; brother of support; explanation: Achisamak , an Israelite translation:Ahisamach.
H295	אֲחִיעֶזֶר	אחיעזר	ʼĂchîyʻezer	Ahiezer = "my brother is help" 1) a Danite chief who assisted Moses 2) a Danite chief, one of David's heroes exegesis:from אָח H251 and עֵזֶר H5828 ; brother of help; explanation: Achiezer , the name of two Israelites translation:Ahiezer.
H296	אֲחִיקָם	אחיקם	ʼĂchîyqâm	Ahikam = "my brother has risen (arisen)" 1) son of Shaphan, an officer in Josiah's reign 2) protector of Jeremiah 3) father of Gedaliah exegesis:from אָח H251 and קוּם H6965 ; brother of rising (i.e. high); explanation: Achikam , an Israelite translation:Ahikam.
H297	אֲחִירָם	אחירם	ʼĂchîyrâm	Ahiram = "my brother is exalted" or "brother or (the) lofty" 1) a Benjamite, son of Benjamin exegesis:from אָח H251 and רוּם H7311 ; brother of height (i.e. high); explanation: Achiram , an Israelite translation:Ahiram.
H298	אֲחִירָמִי	אחירמי	ʼĂchîyrâmîy	Ahiramite = "brother of mother" 1) one of the clan of Ahiram exegesis:patronymic from אֲחִירָם H297 ; explanation: an Achiramite or descendant (collectively) of Achiram translation:Ahiramites.
H299	אֲחִירַע	אחירע	ʼĂchîyraʻ	Ahira = "my brother is evil" 1) a chief of Naphtali exegesis:from אָח H251 and רַע H7451 ; brother of wrong; explanation: Achira , an Israelite translation:Ahira.
H300	אֲחִישַׁחַר	אחישחר	ʼĂchîyshachar	Ahishahar = "my brother is dawn" or "brother of the dawn" 1) a Benjamite exegesis:from אָח H251 and שַׁחַר H7837 ; brother of (the) dawn; explanation: Achishachar , an Israelite translation:Ahishar.
H301	אֲחִישָׁר	אחישר	ʼĂchîyshâr	Ahishar = "my brother sang" 1) chief steward for Solomon exegesis:from אָח H251 and שִׁיר H7891 ; brother of (the) singer; explanation: Achishar , an Israelite translation:Ahishar.
H302	אֲחִיתֹפֶל	אחיתפל	ʼĂchîythôphel	Ahithophel = "my brother is foolish (folly)" 1) a counsellor of David, grandfather of Bathsheba (cf 2Sa 11:3, 23:34), who joined Absalom in revolt against David, and committed suicide when Absalom did not heed his counsel exegesis:from אָח H251 and תָּפֵל H8602 ; brother of folly; explanation: Achithophel , an Israelite translation:Ahithophel.
H303	אַחְלָב	אחלב	ʼAchlâb	Ahlab = "fertile place" 1) a town allotted to Asher, site presently unknown exegesis:from the same root as חֶלֶב H2459 ; fatness (i.e. fertile); explanation: Achlab , a place in Palestine translation:Ahlab.
H304	אַחְלַי	אחלי	ʼAchlay	Ahlai = "O! would that!" 1) daughter of Sheshan 2) father of one of David's heroes (mighty men, warriors) exegesis:the same as אַחֲלַי H305 ; wishful; explanation: Achlai , the name of an Israelitess and of an Israelite translation:Ahlai.
H305	אַחֲלַי	אחלי	ʼachălay	[G:references: G3784] 1) Oh that...!; oh would that!; ah that! exegesis:or אַחֲלֵי H ; prob from אָח H253 and a variation of לוּא H3863 ; explanation: would that! translation:O that, would God.
H306	אַחְלָמָה	אחלמה	ʼachlâmâh	[G:references: G271] 1) amethyst, a gem in the third row on the ephod, breastplate of judgment worn by the high priest. Transliteration of the Septuagint word. Identification is not certain but is a purple stone perhaps a corundum or red or brown jasper. exegesis:perhaps from חָלַם H2492 (and thus dream-stone); explanation: a gem , probably the amethyst translation:amethyst.
H307	אַחְמְתָא	אחמתא	ʼAchmᵉthâʼ	Achmetha = "Ecbatana" 1) capital of Media, captured by Cyrus in 550 BC and then summer residence of Persian kings exegesis:of Persian derivation; explanation: Achmetha (i.e. Ecbatana), the summer capital of Persia translation:Achmetha.
H308	אֲחַסְבַּי	אחסבי	ʼĂchaçbay	[G:references: G2271,G3788] Ahasbai = "brother of my encompassers" 1) father of Eliphelet, one of David's heroes exegesis:of uncertain derivation; explanation: Achasbai , an Israelite translation:Ahasbai.
H309	אָחַר	אחר	ʼâchar	[G:references: G190,G1019,G1872,G1975,G2078,G2192,G2641,G2722,G3000,G3306,G3326,G3694,G5549] 1) to delay, hesitate, tarry, defer, remain behind 1a) (Qal) 1a1) to delay, tarry (intensive) 1a2) to cause one to delay, hinder, keep back 1b) (Piel) to delay, wait, stay behind (but not in hope) exegesis:a primitive root; explanation: to loiter (i.e. be behind); by implication to procrastinate translation:continue, defer, delay, hinder, be late (slack), stay (there), tarry (longer).
H310	אַחַר	אחר	ʼachar	[G:references: G3693,G3693,G3694,G3694] 1) after the following part, behind (of place), hinder, afterwards (of time) 1a) as an adverb 1a1) behind (of place) 1a2) afterwards (of time) 1b) as a preposition 1b1) behind, after (of place) 1b2) after (of time) 1b3) besides 1c) as a conjunction 1c) after that 1d) as a substantive 1d1) hinder part 1e) with other prepositions 1e1) from behind 1e2) from following after exegesis:from אָחַר H309 ; explanation:properly, the hind part ; generally used as an adverb or conjunction, after (in various senses) translation:after (that, -ward), again, at, away from, back (from, -side), behind, beside, by, follow (after, -ing), forasmuch, from, hereafter, hinder end, [phrase] out (over) live, [phrase] persecute, posterity, pursuing, remnant, seeing, since, thence(-forth), when, with.
H311	אַחַר	אחר	ʼachar	1) after exegesis:(Aramaic) corresponding to אַחַר H310 ; explanation: after translation:(here-) after.
H312	אַחֵר	אחר	ʼachêr	[G:references: G243,G245,G1784,G2087,G2537] 1) another, other, following 1a) following, further 1b) other, different exegesis:from אָחַר H309 ; explanation:properly, hinder ; generally, next , other , etc. translation:(an-) other man, following, next, strange.
H313	אַחֵר	אחר	ʼAchêr	Aher = "following" 1) a Benjamite exegesis:the same as אַחֵר H312 ; explanation: Acher , an Israelite translation:Aher.
H314	אַחֲרוֹן	אחרון	ʼachărôwn	[G:references: G165,G1424,G2078,G2540,G2645,G3195,G5305,G5306] 1) behind, following, subsequent, western 1a) behind, hindermost, western (of location) 1b) later, subsequent, latter, last (of time) exegesis:or (shortened) אַחֲרֹן H ; from אָחַר H309 ; explanation: hinder ; generally, late or last ; specifically (as facing the east) western translation:after (-ward), to come, following, hind(-er, -ermost, -most), last, latter, rereward, ut(ter) most.
H315	אַחְרַח	אחרח	ʼAchrach	Aharah = "a following brother" 1) a son of Benjamin exegesis:from אַחַר H310 and אָח H251 ; after (his) brother; explanation: Achrach , an Israelite translation:Aharah.
H316	אֲחַרְחֵל	אחרחל	ʼĂcharchêl	Aharhel = "a following host" 1) a descendant of Judah through Caleb exegesis:from אַחַר H310 and חֵיל H2426 ; behind (the) intrenchment (i.e. safe); explanation: Acharchel , an Israelite translation:Aharhel,
H317	אׇחֳרִי	אחרי	ʼochŏrîy	[G:references: G243] 1) other, another exegesis:(Aramaic) from אַחַר H311 ; explanation: other translation:(an-) other.
H318	אׇחֳרֵין	אחרין	ʼochŏrêyn	1) end, outcome 1a) hid part (of cows) 1b) end (of time) 1c) remnant, descendants exegesis:(Aramaic) or (shortened) אׇחֳרֵן H ; (Aramaic) from אׇחֳרִי H317 ; explanation: last translation:at last.
H319	אַחֲרִית	אחרית	ʼachărîyth	[G:references: G1549,G2078,G4690,G5043,G5054,G5550] 1) after part, end 1a) end, issue, event 1b) latter time (prophetic for future time) 1c) posterity 1d) last, hindermost exegesis:from אַחַר H310 ; explanation: the last or end , hence, the future ; also posterity translation:(last, latter) end (time), hinder (utter) -most, length, posterity, remnant, residue, reward.
H320	אַחֲרִית	אחרית	ʼachărîyth	1) end, latter exegesis:(Aramaic) from אַחַר H311 ; the same as אַחֲרִית H319 ; explanation: later translation:latter.
H321	אׇחֳרָן	אחרן	ʼochŏrân	1) other, another exegesis:(Aramaic) from אַחַר H311 ; the same as אׇחֳרִי H317 ; explanation: other translation:(an-) other.
H322	אֲחֹרַנִּית	אחרנית	ʼăchôrannîyth	1) backwards, back part, the rear exegesis:prolonged from אָחוֹר H268 ; explanation: backwards translation:back (-ward, again).
H323	אֲחַשְׁדַּרְפַּן	אחשדרפן	ʼăchashdarpan	[G:references: G4755] 1) satrap, a governor of a Persian province exegesis:of Persian derivation; explanation: a satrap or governor of a main province (of Persia) translation:lieutenant.
H324	אֲחַשְׁדַּרְפַּן	אחשדרפן	ʼăchashdarpan	1) satrap, a governor of a Persian province exegesis:(Aramaic) corresponding to אֲחַשְׁדַּרְפַּן H323 explanation:{ a satrap or governor of a main province (of Persia)} translation:prince.
H325	אֲחַשְׁוֵרוֹשׁ	אחשורוש	ʼĂchashvêrôwsh	Ahasuerus = "I will be silent and poor" 1) title of the king of Persia, probably Xerxes exegesis:or (shortened) אַחַשְׁרֹשׁ H (Esther 10:1); of Persian origin; explanation: Achashverosh (i.e. Ahasuerus or Artaxerxes, but in this case Xerxes), the title (rather than name) of a Persian king translation:Ahasuerus.
H326	אֲחַשְׁתָּרִי	אחשתרי	ʼăchashtârîy	Haahashtari = "I will diligently observe the searching" 1) a descendant of Ashur of Judah exegesis:probably of Persian derivation; explanation: an achastarite (i.e. courier); the designation (rather than name) of an Israelite translation:Haakashtari (includ. the article).
H327	אֲחַשְׁתָּרָן	אחשתרן	ʼăchashtârân	1) royal (steeds) exegesis:of Persian origin; explanation: a mule translation:camel.
H328	אַט	אט	ʼaṭ	[G:references: G2092,G2827,G4981] 1) gentleness, softness 1a) gently 1b) flowing 1c) softly 1d) enchanter, necromancer (substantive) exegesis:from an unused root perhaps meaning to move softly; explanation:(as a noun) a necromancer (from their soft incantations), (as an adverb) gently translation:charmer, gently, secret, softly.
H329	אָטָד	אטד	ʼâṭâd	1) bramble, thorn, buckthorn 2) the threshing Atad, meaning thorn, also called Abelmizraim and afterwards called Bethhogla was located on the west of Jordan between the Jordan and Jericho exegesis:from an unused root probably meaning to pierce or make fast; explanation: a thorn-tree (especially the buckthorn) translation:Atad, bramble, thorn.
H330	אֵטוּן	אטון	ʼêṭûwn	[G:references: G3759] 1) linen, yarn, thread exegesis:from an unused root (probably meaning to bind); explanation:properly, twisted (yarn), i.e. tapestry translation:fine linen.
H331	אָטַם	אטם	ʼâṭam	[G:references: G2927,G5420] 1) to shut, shut up, close 1a) (Qal) to shut, stop (of lips) 1b) (Hiphil) of the wicked stopping their ears (fig.) exegesis:a primitive root; explanation: to close (the lips or ears); by analology to contract (a window by bevelled jambs) translation:narrow, shut, stop.
H332	אָטַר	אטר	ʼâṭar	1) (Qal) shut 1a) to shut up, close, bind 1b) close one's mouth exegesis:a primitive root; explanation: to close up translation:shut.
H333	אָטֵר	אטר	ʼÂṭêr	Ater = "binder" 1) an exiled descendant of Hezekiah 2) an exiled Levite porter (perhaps same as 1) 3) a chief Israelite who sealed Nehemiah's covenant exegesis:from אָטַר H332 ; maimed; explanation: Ater , the name of three Israelites translation:Ater.
H334	אִטֵּר	אטר	ʼiṭṭêr	1) bound, impeded (on the right, ie, left-handed), shut, shut up exegesis:from אָטַר H332 ; explanation: shut up , i.e. impeded (as to the use of the right hand) translation:[phrase] left-handed.
H335	אַי	אי	ʼay	1) where?, whence? 2) which?, how? (in prefix with other adverb) exegesis:perhaps from אַיִן H370 ; explanation: where? hence how? translation:how, what, whence, where, whether, which (way).
H336	אִי	אי	ʼîy	x-typo:lemma אי missing vowel, corrected to 1) not exegesis:probably identical with אַי H335 (through the idea of a query); explanation: not translation:island (Job 22:30).
H337	אִי	אי	ʼîy	1) alas!, woe! exegesis:short from אוֹי H188 ; explanation: alas! translation:woe.
H338	אִי	אי	ʼîy	1) howling beast, jackal exegesis:probably identical with אִי H337 (through the idea of a doleful sound); explanation: a howler (used only in the plural), i.e. any solitary wild creature translation:wild beast of the islands.
H339	אִי	אי	ʼîy	[G:references: G1484,G2281,G3520] 1) coast, island, shore, region exegesis:from אָוָה H183 ; explanation:properly, a habitable spot (as desirable); dry land , a coast , an island translation:country, isle, island.
