393	תוחלני	[@N] 1) pl. unripe dates
394	זיפ#2	[@N] 1) pl. eyebrows
395	בוטי#2	[@N] 1) (bot.) bud of caper, caper
396	נול#3	[@V01] 1) to weave
397	נול#2	[@V05] 1) to be disgraced 2) to be disfigured [@V02] 1) to disgrace 2) to dishonor
398	תרגמן	[@N] 1) interpreter
399	תכ#2	[@N] 1) tray
400	שׁדפן	[@N] 1) blast of heat
401	סנורת	[@N] 1) metal helmet
402	שׁורן	[@N] 1) cat
403	סכולי	[@A] 1) a gentilic
404	פיזמה	[@N] 1) trust, security
405	נחמה	[@N] 1) consolation
406	מערבב	[@N] 1) one who causes destruction
407	גמילו	[@N] 1) in גמילות חסדא recompense for devotion [=Hebrew גמילות חסדים]
408	גומא	[@N] 1) gum Arabic
409	לכך	[@V01] 1) to mix thoroughly
410	גומה	[@N] 2) base of a gourd (?)
411	לכי	[@c] 1) when 2) whenever
412	סרפון	[@N] 1) a white bean
413	לכא	[@N] 1) beating
414	סיפ#2	[@N] 1) sword
415	סיפ#3	[@N] 1) second part of biblical verse 2) second part of Mishna, etc.
416	נתיני	[@N] 2) of the village of Nethin
417	סיפ#4	[@N] 2) swordsman
418	מלכו	[@N] 1) kingship, reign 2) kingdom, realm (a political entity) 2.1) royal administration, the government of such an entity
419	מלכה	[@N] 1) queen, queen-mother
420	סימפונ#2	[@N] 1) bronchus 2) large blood vessel
421	אשׁכה	[@N] 1) testicle
422	שׁכב#2	[@V03] 1) to press [@N] 1) dead body, corpse
423	כתפ#2	[@N] 1) porter
424	אשׁכף	[@N] 1) shoemaker
425	פרג	[@V02] 2) to exchange, to redeem
426	ירקן	[@N] 2) mildew, a blight affecting grain 5) bitter wine
427	בטנה	[@N] 1) pregnant woman
428	כילה#3	[@N] 1) canopy or enclosure 2) cella 3) insect net
429	בטנא	[@N] 1) (zool.) a permitted bird
430	מסדרה	[@N] 1) inferno
431	כסיתא	[@N] 1) coral
432	בר שׁטי	[@N] 1) one subject to insanity attacks
433	אסקוטלא	[@N] 2) a finger bone 2.1) blow from a snapping finger
434	חלודה	[@N] 1) skin disease
435	קרינה	[@N] 1) sweet wine
436	הרהר	[@V09] 1) (heart, mind) to have moving thoughts 1.2) to ponder
437	זהי	[@A] 1) shining, splendid [@V01] 1) to rise up in glory 2) to rejoice [@N] 2) radiance
438	קוביה	[@N] 1) loom
439	זהם	[@V05] 1.1) to be offensive [@V01] 1) to become fouled 2) to contaminate [@V02] 2) to contaminate
440	נשׁא#2	[@N] 1) a depilatory agent
441	תפנוקיין	[@N] 1) enjoyment
442	פרונקא	[@N] 1) rag
443	זהר	[@V04] 1) to beware 2) to take care with something/someone 2.1) to guard, protect [@V03] 1) to warn 3) to put in charge [@N] 1) moon
444	משׁמרה	[@N] 1) watch
445	פרק	[@V05] 1) to come apart 1.1) to be taken apart [@V04] 1) to be redeemed 2) to go apart, become separated [@N] 1) segment, separate status 1.5) chapter of a canonical text 2) period of time 2.2) time of maturity 2.2.1) קמת על פירקה : reached one's maturity 3) lecture in the academy 3.1.1) רישׁ פירקא : head of the convocation 3.1.2) בר פרקא : student [@V01] 1) fig. : to redeem, ransom 1.1) to redeem goods for money before delivery 1.2) to rescue 1.3) p.p.: redeemed, rescued 3) to unload, take off, dismantle [@V02] 1) to dismantle 1.1) to dislocate 1.2) to solve a problem 1.3) to split 2) to redeem priestly gifts
446	שׁלופפי	[@N] 1) unripe dates
447	אדירו	[@N] 1) glory
448	כזז	[@V01] 1) to be shy
449	קלע#5	[@N] 1) ante-room 2) compartment
450	כורזסתי	[@V01] 1) "I gave" in Greek
451	שׁיבשׁא	[@N] 1) an agricultural levy
452	גמזוז	[@N] 1) juniper berry
453	קלע#2	[@V04] 1) to occur 1.1) w. ל_ 1.1.1) to drop in on someone, to visit 1.1.2) to be possessed by [@N] 1) sling
454	פרס	[@V01] 2) to spread something 3.2) to recite the prayers preceding the <i>Shema</i> [@N] 1) textile covering
455	תורעה	[@N] 1) breach, fissure
456	אצווא	[@N] 1) (bot.) creeper of a cactus type plant 1.1) (bot.) דדיקלא : young sprout of the date palm
457	עפף	[@V01] 2) to plait, fold [@V02] 2) to fold 3) to double
458	עפר	[@N] 1) dust 2) earth
459	פורענו	[@N] 1) retribution, vengeance 2) punishment 3) repayment
460	עניב	[@N] 1) (uncertain)
461	טפפ#2	[@V02] 1) to let drip
462	גבי#3	[@V03] 1) to correct a document (?)
463	ספיק	[@N] 1) opportunity
464	תולשׁמי	[@N] 1) (zool.) a type of bird
465	ותר	[@V05] 1) to be loose [@V02] 1) to relent
466	מטלעה	[@N] 1) limping
467	טרייסקי	[@N] 1) a Persian festival
468	פלק#2	[@N] 1) axe
469	ספיד	[@N] 1) eulogizing or lamenting
470	כרישׁ	[@N] 1) (zool.) a type of fish
471	ציר#2	[@N] 1) fish brine
472	לפנטי	[@p] 1) towards. along with
473	הפתקא	[@N] 1) a hard object
474	בר בי	[@N] 1) servant 3) (plural) wife, wives
475	אסתיר	[@N] 1) stater
476	נטורה#2	[@N] 1) guard
477	לברה	[@X] 1) outside (directional) 2) outside (location)
478	בר בר	[@N] 1) grandson 1.1) בר ברתא : daughter's son 1.2) בר בר ברא : great grandson
479	עסוי	[@N] 1) compulsion
480	רתחין	[@N] 1) boiling water
481	פאריט	[@N] 1) servant
482	סיטון	[@N] 1) grain dealer
483	געמו	[@N] 1) vomit
484	אבראי	[@A] 1) outside [@X] 1) outside
485	גושׁפנקא	[@N] 1) signet ring
486	אנגרייה	[@N] 1) forced public labor
487	צינה#2	[@N] 1) (bot.) wild date palm
488	חריפו	[@N] 2.4) quickness (or sharpness!) of mind
489	חריפה	[@N] 1) swift current
490	רצין	[@A] 1) worn down
491	דייטגמה	[@N] 1) edict, ordinance
492	דימוס	[@I] 1) released [@N] 1) pl.: a tax
493	קלרין	[@N] 1) royal or fancy kitchen
494	סלה#2	[@N] 1) basket
495	אישׁכרתי	[@N] 1) (zool.) a type of creeping animal
496	ערער#3	[@V09] 1) to contest, challenge
497	זיקתא	[@N] 1) (zool.) a rare animal
498	סליקוסתא	[@N] 1) bouquet of narcissus
499	פורקן	[@N] 1) redemption
500	בר תור	[@N] 1) fattened ox
501	אפיתיטה	[@N] 1) title, epithet
502	זיהר	[@N] 1) landed estate
503	בסומ#2	[@N] 2) sweet food (?)
504	על עסיק	[@p] 1) concerning, regarding
505	קרס#2	[@N] 1) sailyard
506	פגול#2	[@N] 1) flawed sancta
507	שׁדף	[@V05] 1) to be withered
508	שׁדר	[@V05] 1) to be sent [@N] 1) spine 2.1) ridge 2.2) twisted rope [@V02] 1.1) an inanimate object
509	פטגריטוס	[@N] 1) sick with gout
510	שׁדך	[@N] 1.1) widespread branches (?) [@V01] 1) to be at ease 1.1) to calm down, become quiet [@V02] 1) calm something down 2) to negotiate a marriage
511	שׁדי	[@V04] 2) to be cast out, expelled [@V01] 1) to throw 1.1) to remove, throw away 1.2) to cast down 1.2.1) to pull down something high 1.3) to cast down seed, sow 1.4) to shoot an arrow 2) to put something down or upon 2.1) <syr>(al</syr> : to set in 2.3) to insert 2.4) to impose 3) to pour out 3.1) (rain) to rain 4.2) to invest 4.3) w. יד: to touch 4.4) to attack 4.5) w. נרגא: to disagree with an opinion (i.e. to throw an axe on it!)
512	הרד	[@V] 1) to lay down reed mats
513	כנת#3	[@N] 1) ileum
514	אפ על פי	[@p] 1) even though 2) conj.
515	אשׁישׁ	[@N] 1) jug
516	מתמה	[@A] 2) (vinegar) weak or turbid
517	חרסף	[@V09] 1) to take off scales
518	ניב#2	[@N] 1) sinew
519	נפק#2	[@N] 5) excrement
520	גמר	[@V05] 1) to come to an end [@N] 1) completion, perfection 2) tradition [@V01] 1.1) to complete, to fulfill 1.3) to learn (tradition) 1.3.1) to decide a case, derive a law 2.4) to be learned (tradition) [@V03] 2) to teach a tradition [@V02] 2.1) to consume, destroy
521	משׁבח	[@A] 1) lit.: praiseworthy: excellent, superb
522	גמע	[@V02] 1) to swallow
523	עורמה#2	[@N] 1) guile
524	אוגיא	[@N] 1) furrow
525	ערבו	[@N] 1) pledge, surety
526	ערבה	[@N] 1) (bot.) willow 1.1) the willow branches of Sukkot, in particular those of the seventh day
527	ערבב	[@V12] 1.1) to blend in 2) to be ruined 3) to be confused [@V09] 1) to mix up
528	כריה	[@A] 1) sick
529	גמם	[@V04] 1) to be cut off or out [@V01] 1) to lop off, cut short
530	גמל	[@A] 2) as subst.: curved portion of a limb [@V04] 1) to be shown kindness [@V01] 1) to treat someone well or badly 1.1) w. חסד : to show kindness [@N] 1) camel 2.1) a plank bridge made of such beams
531	גמד	[@A] 1) shrunk [@V01] 1) to contract, to cut short
532	ערבל	[@V09] 1) to sift [@N] 1) sieve
533	גמא	[@N] 1.1) מתרמי בגמא (lit.: to occur in the reed-marsh) : to happen at a certain time of year 2) plant fiber (used for ropes)
534	ערבי	[@A] 1) Arab
535	שׁיכא	[@N] 1) hole in a vessel
536	בכירו	[@N] 1) birthright of primogeniture
537	חנפין	[@N] 1) flattery (?), deception (?)
538	עוסקן	[@N] 1) inquisitive person
539	גז#4	[@N] 1) wasp(?)
540	חפושׁי	[@N] 1) (zool.) a type of fish 2) (zool.) beetle
541	אור	[@N] 1) (uncertain)
542	אוס	[@V05] 1) to become soiled [@V02] 1) to soil, make dirty
543	אוף	[@V01] 1) (?)
544	קקופדיפט	[@N] 1) having bad education
545	שׁגשׁ	[@V02] 3) (?)
546	קדשׁ	[@V05] 2) to be consecrated 3) to be betrothed 4) to be proclaimed (of new moon) [@V01] 1) to become sanctified [@V02] 1) to sanctify 1.1) to consecrate 1.1.1) to proclaim the new moon 1.3.1) to recite the <i>qiddush</i> 1.4) to wash hands and feet prior to a sacred act 2.1) to betroth a woman
547	קסם	[@V01] 1) to divine [@N] 1) magic, divination
548	חנדקוק	[@N] 1) (bot) a type of plant
549	קסט	[@N] 1) pitcher 2) xestes measure
550	שׁחד	[@V01] 1) to bribe [@V02] 1) to bribe
551	פספס	[@V09] 1) to spread out
552	ארכובה	[@N] 1) knee 2) the knee and that part of the leg immediately below it 3) ארכובה דעילא : colt's knee (shape of a type of berry?)
553	תלח	[@V04] 1) to be split [@V01] 4) (intrans.)
554	אוי	[@X] 1) oh! woe!
555	חשׁשׁ	[@V01] 1) to sense, to feel 2) to suffer 2.1) to be ill 3) to be anxious 4) to care about 4.1) to take something into consideration [@V03] 1) to cause pain [@N] 1) suspicion, sense
556	תלג	[@N] 1) snow 3) (med.) chill
557	אדרא#2	[@N] 1) (zool.) curved fish bone (?)
558	מחתן	[@N] 1) (topog.) incline, descent
559	אוב	[@N] 1) necromancer, medium
560	אוד	[@N] 1) log, firebrand
561	כזני	[@N] 1) a small jug
562	פטיליק	[@N] 1) dish, plate 2) course in a meal
563	פזיזו	[@N] 2) impetuousness
564	רקה	[@N] 1) alluvial ground 2) back
565	כולי האי	[@X] 1) so much, to such an extent
566	רקד	[@V01] 1) to dance [@V02] 1) to dance around
567	סימוק	[@A] 1) red 2) as substantive: redness 3) an illness
568	צרעה	[@N] 1) leprosy
569	נקבה	[@N] 1) female
570	סנטור	[@N] 1) senator
571	סיסין	[@N] 1) chamomile
572	משׁלהי	[@A] 1) (of humans) exhausted
573	בוכרה	[@N] 2) first born female animal
574	שׁפנין	[@N] 1) turtle-dove
575	תוחמדה	[@N] 1) delight, precious object
576	דשׁתנא	[@N] 3) woman in menses
577	רקק	[@V01] 1) to spit [@N] 1.1) (of blood) expectoration
578	רקע	[@V01] 2.2.1) to patch [@V03] 1.1) to patch garments together
579	רקף	[@V02] 1) to shut a gate
580	נינהי	[@R] 1) they (f.) as predicate or copula
581	אטיף	[@N] 1) folded object/material
582	בר פרק	[@N] 1) student
583	נינהו	[@R] 1) they (m.) as predicate or copula
584	טמא	[@A] 1) unclean
585	אסטרופיקיא	[@N] 1) (uncertain)
586	שׁושׁמן	[@N] 1) ant
587	טמי	[@V05] 1) to be defiled 1.1) to touch a corpse [@V02] 1) to defile, make unclean 2) to consider or declare unclean
588	טמם	[@V12] 1) = Dt [@V01] 1) to stop up a cavity by filling [@V02] 1) to stop up completely
589	טמן	[@V01] 1) to hide, to conceal, to store [@V03] 1) to have hidden 1.1) to cache to maintain temperature
590	מערוך	[@N] 1) rolling pin (or the like)
591	טמע	[@V04] 1) to become assimilated [@V01] 1) to be swallowed up 2) to sink 2.1) to set (sun, star) [@V02] 1) to sink, drown (trans.)
592	זקיפה#2	[@N] 2) being erected
593	ארבע בשׁבא	[@N] 1) Wednesday
594	זכיך	[@A] 1) (of liquids) clear, pure
595	טמר	[@V05] 1) to hide, conceal oneself [@V04] 1) to hide oneself [@V01] 1) to hide or bury something 1.1) lit. [@V03] 1) to conceal
596	חומשׁ	[@b] 1) fifth (fraction) 2) the five Megillot
597	פטומ#2	[@N] 1) compounding of ingredients
598	פטומ#3	[@N] 1) one who fattens animals
599	כהיו	[@N] 1) blindness
600	מוהרקי	[@N] 1) a Persian holiday
601	צבת	[@V04] 1) to be attached [@V01] 1) to join together (intrans.) [@V02] 1) to group together 2) to repair
602	צבר	[@V01] 1) to heap up
603	מנ לגו	[@X] 1) inside, on the inside
604	אפקעה	[@N] 1) cancellation of obligations
605	עשׂירו	[@N] 1) group of ten people
606	אפשׁלה	[@N] 1) a type of basket
607	הלכה	[@N] 1) accepted legal decision, <i>halakah</i> 1.1) mishna section 1.2) talmudic argumentation to reach such a decision 2) customary practice 2.2) text teaching such a practice
608	ערס#2	[@N] 1) neighborhood
609	תשׁשׁ	[@V04] 1) (person) to be emaciated, feeble
610	צבט	[@V01] 1) to prepare something ornate
611	צבי	[@V04] 1.3) to wish 2) to consent, to be mutually willing [@V01] 1) to desire
612	עד כדון	[@X] 1) now
613	צבה	[@N] 1) weed fiber 1.1) flotsam 2) objects made of such fibers
614	סרפ#4	[@V01] 1) to swallow
615	רישׁנו	[@N] 1.1) status as head of an academy 3) beginning, early stages
616	גאגאי	[@N] 1) a profession, perhaps roofer
617	חיקוקי	[@A] 1) of Hikok
618	דומיניקא	[@N] 1) church
619	שׁויסקי	[@N] 1) roast (?); sausage(?)
620	שׁלטונ#2	[@N] 1) a type of garment
621	זרפ#2	[@V01] 2) to take hold, grab [@N] 1.1) a skin disease
622	זמר#2	[@V01] 1) to prune [@N] 1) singer
623	סרקיי	[@A] 1) Arab, Saracen
624	חוכ#4	[@N] 2) laughter
625	סירכא	[@N] 1) injury
626	דביר	[@N] 2) divine commandment 2.1) verse of the Bible
627	עוצבא	[@N] 1) grief
628	שׁמועה	[@N] 2) legal tradition
629	קטוסרי	[@A] 1) a gentilic
630	מחילה	[@N] 3) bale, skein
631	בר קטלא	[@N] 1) one liable for execution
632	גילי	[@A] 1) having the same age
633	ארגינט	[@N] 1) a type of demon
634	עבר#2	[@N] 1) bar, bolt
635	חטה#2	[@N] 1) wheat
636	עינתונדרי	[@A] 1) of Ein Tundra
637	רויח	[@A] 1) full, wide 1.1) fig.: extensive, ample
638	נהר#2	[@V01] 1) part. pass. to remember, recall
639	נהר#3	[@N] 1) slave (i.e., =Heb. נער ??)
640	שׁחת#3	[@N] 1) an illness
641	קיטוע	[@N] 1) small portion
642	אוהר	[@N] 1) net for trapping
643	כפותא#2	[@N] 1) excrement
644	פזר#2	[@V01] 1) to rise up (of cantillation)
645	בכור	[@N] 1) firstborn 1.1) human 1.2) animal 1.3) inanimate: see s.v. <i>bkwr</i>#2
646	חלוק	[@N] 1) shirt
647	דימוס#2	[@N] 1) row of stones
648	דימוס#3	[@N] 1) release, pardon
649	לפד#2	[@N] 1) pap (of figs)
650	צלובחא	[@N] 1) eel
651	כלוקבל	[@p] 2) opposite 2.1) against 3.1) concerning
652	קסיטולין	[@N] 1) reservoir in water tower
653	קשׁתוי	[@N] 1) archer
654	כופתא	[@N] 1) stool
655	פספס#2	[@V09] 1) to singe
656	חדחד	[@X] 1) each one, one by one
657	בית יד	[@N] 1) pl.: area of the hands (?) 3) sleeve
658	תנב	[@V01] 2) to become stiff or numb [@N] 1) stupor
659	אוקיאנוס	[@N] 1) ocean
660	תהי#2	[@V01] 1) +ב_ : to inhale from something
661	בר דדן	[@N] 1) cousin (lit. uncle's son)
662	מגמג	[@V09] 1) cause to flow
663	בוטנה	[@N] 1) (bot.) terebinth, a species of pistacia
664	לאו#2	[@N] 1) prohibitory law
665	הכירא	[@N] 1) recognizable distinction, distinctiveness
666	פילון	[@N] 1) malabathrum ointment
667	צדקן	[@A] 1) charitable
668	צדקה	[@N] 2.1) charity
669	היגה	[@N] 1) thorn
670	אקקיא	[@N] 1) acacia
671	פקפק	[@V09] 1) to make light of
672	צפרה	[@N] 1) (zool.) a smallish bird 1.1) (zool.) a specific type of such a bird 2) (zool.) an exceptionally large bird 3) (zool.) דדיקלא : a kind of locust
673	חמרה	[@N] 1) she-ass
674	כתשׁ	[@V05] 2) to fight, quarrel with one another [@V04] 1) to be stirred up, to rage [@V01] 1) to beat, to pound [@V02] 2) to fight
675	מסר#3	[@V04] 1) to be lowered(?)
676	פשׁיט	[@A] 1) simple 2) clear, obvious 2.1) פשׁיטא : it is obvious! 6) pl. subst. : blisters 7) pl. subst.: small coins 8) luxuriant
677	כפוני	[@N] 1) inflorescence of palms
678	חולי#2	[@N] 1) sickness, weakness
679	רכס#2	[@N] 1) mortar (?)
680	רפשׁ#2	[@V05] 1) to become soiled
681	סכוי#2	[@N] 1) prospect, hope
682	עישׂור	[@N] 1) tithe
683	איסטדין	[@N] 1) stadium
684	ב_	[@p] 1) in 1.1) a place 1.2) within a structure or other enclosing object 1.3) during a time period 2) with (instrumentative) 2.1) using, according to 2.1.1) w. <i>ymˀ</i>, etc., : to swear <i>by</i> 3) among 3.1) adjective + <i>b_</i> = superlative 4) at 4.1) a certain time 5) to, into 6.1) (w. to give:) for, in exchange for 6.2) specialized meanings with various verbs: see s.vv. <i>šlṭ, ḥzy, ḥwy</i>
685	קורסם	[@N] 1) blow (emend to קורנס ?)
686	אקוון	[@N] 1) pl. arguments
687	פרוור	[@N] 1) courtyard 2) environs of a city
688	הורייה	[@N] 1) decision
689	אסקנטלא	[@N] 1) snapping with thumb and middle finger
690	לפד	[@V01] 1) to announce (dial.)
691	זבנ#3	[@N] 1) purchase 2) merchandise
692	זבנ#2	[@N] 1) time
693	תלתה בשׁבה	[@N] 1) Tuesday 1.1) ellipt. תלתא
694	מודי	[@N] 1) a dry measure
695	קינרס	[@N] 1) (bot.) artichoke
696	רתע#3	[@V04] 1) to tremble
697	אנחנה	[@R] 1) we
698	לפף	[@V01] 1) to join [@V02] 2.1) to swathe 3) to mould (?)
699	נכתמא	[@N] 1) lid of a pitcher
700	לפת	[@V05] 1) to be smeared (?) [@N] 1) turnip
701	טשׁי	[@V01] 2) to hide oneself
702	דבב#3	[@V01] 1) to murmur
703	מי	[@c] 1) interrogative particle
704	מך	[@A] 1.2) of a coin: underweight [@N] 1) nether region
705	מם	[@N] 1) mem, thirteenth letter
706	מן	[@p] 1) from 1.1) direction 1.1.1) place 1.1.2) person 1.1.3) as first element of compound prepositions and adverbs indicating the origin of directional movement<comp/> 1.2) origin 1.2.1) place 1.2.1.1) with words indicating location : e.g. מימינ : on the right 1.2.2) person 1.2.3) material 1.2.4) time 1.2.4.1) conj.: since, after : see s.v. <i>mn</i> conj. 1.2.5) as first element of compound prepositions and adverbs indicating the origin of movement through time<comp/> 1.2.6) as the second element of compound prepositions indicating relative location<comp/> 2) partitive 4) indicating the cause 5) comparative 6) : other verbal complements 9.1) as the first element of compound adverbs of manner<comp/> 9.1.1) <i>mnh wbh, mnh wlh</i> : of itself, by itself 9.2) as an emphasizing first element of compound prepositions, conjunctions<comp/> [@c] 1) (w. relative) since, after 1.1) because 2) (alone, before non relativized participles) : while ...ing [@R] 1) who? 1.1) +<i>(h)w</i>, <i>(h)y</i> 1.1.1) <i>mn dhw</i> : someone 2) + <i>zy/dy/d</i> : whoever, one who [@N] 1) manna
